ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
487044011,Photo,Kea,Nestor notabilis,,Knut Hansen,2010-10-11,2010,10,11,1455,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Valley Track",-42.8981510,171.5439015,"",,Unspecified,"","",,,,,,,S119342791,"",,,,,Nestor notabilis,kea1,Species,,,5.00,1,,3168,4752
487043831,Photo,Kea,Nestor notabilis,,Knut Hansen,2010-10-11,2010,10,11,1415,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass--Klondyke Corner camping area",-43.0019167,171.5892363,"",,Unspecified,"","",,,,,,,S119342769,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,3168,4752
486278921,Photo,Kea,Nestor notabilis,,Chris Herbert,2007-09-01,2007,9,1,1200,New Zealand,NZ-STL,Southland,,Fiordland NP--Milford Sound (General),-44.6669090,167.9153440,"",,Unspecified,"","",,,,,,,S119124257,"",,,,on the way to Milford Sound. Stopped in the carpark viewing platform and this bird came to us,Nestor notabilis,kea1,Species,,,.00,0,,681,741
485601291,Photo,Kea,Nestor notabilis,,Chase McCabe,2017-10-26,2017,10,26,1215,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S78438218,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,1181,1862
485186581,Photo,Kea,Nestor notabilis,,Ulises Cabrera Miranda,2022-09-18,2022,9,18,1437,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S118940318,"",,,,,Nestor notabilis,kea1,Species,,,4.33,3,,4000,6000
485186091,Photo,Kea,Nestor notabilis,,Ulises Cabrera Miranda,2022-09-18,2022,9,18,1447,New Zealand,NZ-STL-073,Southland,Southland District,Hollyford Valley Lookout,-44.8091940,168.1059280,"",,Unspecified,"","",,,,,,,S118940306,"",,,,,Nestor notabilis,kea1,Species,,,4.00,1,,4000,6000
478828211,Photo,Kea,Nestor notabilis,,Betsy Miller,2011-11-12,2011,11,12,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Homer Tunnel W Entrance,-44.7626487,167.9729896,"",,Unspecified,"","",,,,,,,S117663274,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,640,960
478412181,Photo,Kea,Nestor notabilis,,Noah Isakov,2015-04-17,2015,4,17,1100,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP--Dobson's Nature Trail",-42.9067350,171.5564623,"",,Unspecified,"","",,,,,,,S117575450,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,1905,3387
478412161,Photo,Kea,Nestor notabilis,,Noah Isakov,2015-04-17,2015,4,17,1100,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP--Dobson's Nature Trail",-42.9067350,171.5564623,"",,Unspecified,"","",,,,,,,S117575450,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,1529,2718
478412171,Photo,Kea,Nestor notabilis,,Noah Isakov,2015-04-17,2015,4,17,1100,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP--Dobson's Nature Trail",-42.9067350,171.5564623,"",,Unspecified,"","",,,,,,,S117575450,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,1807,3212
476932631,Photo,Kea,Nestor notabilis,,Nick Hamatake,2014-12-02,2014,12,2,1730,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Routeburn Track - Lake Mackenzie Hut to Lake Howden Hut,-44.7942100,168.1584700,"",,Unspecified,"","",,,,,,,S117302228,"",,,,,Nestor notabilis,kea1,Species,,,4.62,8,,1100,1920
475527981,Photo,Kea,Nestor notabilis,,Noah Isakov,2015-04-16,2015,4,16,1500,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S99914318,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,1974,3509
475527961,Photo,Kea,Nestor notabilis,,Noah Isakov,2015-04-16,2015,4,16,1500,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S99914318,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,1849,3288
475527951,Photo,Kea,Nestor notabilis,,Noah Isakov,2015-04-16,2015,4,16,1500,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S99914318,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,1823,3241
473424891,Photo,Kea,Nestor notabilis,,Femi Faminu,2007-08-26,2007,8,26,1000,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S116521340,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,640,479
473278291,Photo,Kea,Nestor notabilis,,George Koppel,2017-11-04,2017,11,4,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S75497212,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,480,640
473278281,Photo,Kea,Nestor notabilis,,George Koppel,2017-11-04,2017,11,4,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S75497212,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,480,640
472502921,Photo,Kea,Nestor notabilis,,Mark Robbins,1990-12-13,1990,12,13,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Lake Wombat,-43.4036055,170.1682153,"",,Unspecified,"","",,,,,,,S77600810,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,872,1156
472502911,Photo,Kea,Nestor notabilis,,Mark Robbins,1990-12-13,1990,12,13,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Lake Wombat,-43.4036055,170.1682153,"",,Unspecified,"","",,,,,,,S77600810,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,719,754
472247871,Photo,Kea,Nestor notabilis,,Mark Robbins,1990-12-13,1990,12,13,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Lake Wombat,-43.4036055,170.1682153,"",,Unspecified,"","",,,,,,,S77600810,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,735,554
472247881,Photo,Kea,Nestor notabilis,,Mark Robbins,1990-12-13,1990,12,13,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Lake Wombat,-43.4036055,170.1682153,"",,Unspecified,"","",,,,,,,S77600810,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,656,1044
472247511,Photo,Kea,Nestor notabilis,,Mark Robbins,1990-12-13,1990,12,13,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Lake Wombat,-43.4036055,170.1682153,"",,Unspecified,"","",,,,,,,S77600810,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,770,1026
470502651,Photo,Kea,Nestor notabilis,,Norman Jackson,2006-12-05,2006,12,5,1422,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S115844518,"",,,,,Nestor notabilis,kea1,Species,,,4.00,1,,1334,1779
467740301,Photo,Kea,Nestor notabilis,,Marti Horman,2016-10-29,2016,10,29,830,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--East Homer Tunnel,-44.7648496,167.9894798,"",,Unspecified,"","",,,,,,,S33153866,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,2646,1765
467740291,Photo,Kea,Nestor notabilis,,Marti Horman,2016-10-29,2016,10,29,830,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--East Homer Tunnel,-44.7648496,167.9894798,"",,Unspecified,"","",,,,,,,S33153866,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,2666,3998
467740281,Photo,Kea,Nestor notabilis,,Marti Horman,2016-10-29,2016,10,29,830,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--East Homer Tunnel,-44.7648496,167.9894798,"",,Unspecified,"","",,,,,,,S33153866,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,1974,2961
467416921,Photo,Kea,Nestor notabilis,,Javier  Estrada,2013-12-10,2013,12,10,850,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Homer Tunnel W Entrance,-44.7626487,167.9729896,"",,Unspecified,"","",,,,,,,S115085441,"",,,,,Nestor notabilis,kea1,Species,,,3.00,1,,1080,1920
464603401,Photo,Kea,Nestor notabilis,,Craig Lumsden,2014-02-25,2014,2,25,750,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S114344256,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,3168,4752
464603311,Photo,Kea,Nestor notabilis,,Craig Lumsden,2014-02-25,2014,2,25,750,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S114344256,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,3168,4752
464603191,Photo,Kea,Nestor notabilis,,Craig Lumsden,2014-02-25,2014,2,25,750,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S114344256,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,3168,4752
464573691,Photo,Kea,Nestor notabilis,,Craig Lumsden,2014-02-24,2014,2,24,803,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,Devils Punchbowl Falls Track,-42.9338670,171.5641308,"",,Unspecified,"","",,,,,,,S114338291,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,3168,4752
460553211,Photo,Kea,Nestor notabilis,,T Flight,2012-10-19,2012,10,19,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Fox Glacier,-43.4646010,170.0174750,"",,Unspecified,"","",,,,,,,S112845918,"",,,,,Nestor notabilis,kea1,Species,,,3.00,1,,2592,3456
457241521,Photo,Kea,Nestor notabilis,,Rachel Hufton,2022-06-04,2022,6,4,900,New Zealand,NZ-OTA-070,Otago,Queenstown-Lakes District,Upper Lucidus/ Castalia,-44.2265536,168.9172833,"",,Unspecified,"","",,,,,,,S112337432,"",,,,Adult male plus x 2,Nestor notabilis,kea1,Species,,,1.00,1,,4000,3000
457190931,Photo,Kea,Nestor notabilis,,Paul Maury,2018-01-03,2018,1,3,1600,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S112325291,"",,,,,Nestor notabilis,kea1,Species,,,5.00,2,,4016,6016
457023871,Photo,Kea,Nestor notabilis,,Thomas Brady,2022-05-24,2022,5,24,1100,New Zealand,NZ-STL-073,Southland,Southland District,Te Anau to Milford sound drive,-44.7648353,167.9892826,"",,Unspecified,"","",,,,,,,S112277854,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,2016,896
454857641,Photo,Kea,Nestor notabilis,,Jean Needham,2009-03-04,2009,3,4,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Sound,-44.6679204,167.9271841,"",,Unspecified,"","",,,,,,,S111723365,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,1645,2468
454857481,Photo,Kea,Nestor notabilis,,Jean Needham,2009-03-04,2009,3,4,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Sound,-44.6679204,167.9271841,"",,Unspecified,"","",,,,,,,S111723365,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,1615,2423
454857401,Photo,Kea,Nestor notabilis,,Jean Needham,2009-03-04,2009,3,4,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Sound,-44.6679204,167.9271841,"",,Unspecified,"","",,,,,,,S111723365,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,2448,3264
454856251,Photo,Kea,Nestor notabilis,,Jean Needham,2009-03-04,2009,3,4,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Sound,-44.6679204,167.9271841,"",,Unspecified,"","",,,,,,,S111723365,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,1536,2048
454855951,Photo,Kea,Nestor notabilis,,Jean Needham,2009-03-04,2009,3,4,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Sound,-44.6679204,167.9271841,"",,Unspecified,"","",,,,,,,S111723365,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,2448,3264
454855921,Photo,Kea,Nestor notabilis,,Jean Needham,2009-03-04,2009,3,4,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Sound,-44.6679204,167.9271841,"",,Unspecified,"","",,,,,,,S111723365,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,480,640
454176111,Photo,Kea,Nestor notabilis,,Duncan Henderson,2012-12-30,2012,12,30,1215,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S111531604,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,3672,4896
454176061,Photo,Kea,Nestor notabilis,,Duncan Henderson,2012-12-30,2012,12,30,1215,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S111531604,"",,,,,Nestor notabilis,kea1,Species,,,1.00,1,,3672,4896
453963881,Photo,Kea,Nestor notabilis,,Jean Needham,2008-02-06,2008,2,6,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Fox Glacier,-43.4572803,169.9327040,"",,Unspecified,"","",,,,,,,S111460065,"",,,,Parking lot at Fox Glacier,Nestor notabilis,kea1,Species,,,.00,0,,1920,2560
453963671,Photo,Kea,Nestor notabilis,,Jean Needham,2008-02-06,2008,2,6,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Fox Glacier,-43.4572803,169.9327040,"",,Unspecified,"","",,,,,,,S111460065,"",,,,Parking lot at Fox Glacier,Nestor notabilis,kea1,Species,,,.00,0,,1920,2560
453963591,Photo,Kea,Nestor notabilis,,Jean Needham,2008-02-06,2008,2,6,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Fox Glacier,-43.4572803,169.9327040,"",,Unspecified,"","",,,,,,,S111460065,"",,,,Parking lot at Fox Glacier,Nestor notabilis,kea1,Species,,,.00,0,,1920,2560
453063101,Photo,Kea,Nestor notabilis,,Weiyang Tseng,2016-02-03,2016,2,3,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Track--Mackinnon Pass,-44.8026871,167.7654042,"",,Unspecified,"","",,,,,,,S111226683,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,2448,2448
453063061,Photo,Kea,Nestor notabilis,,Weiyang Tseng,2016-02-03,2016,2,3,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Track--Mackinnon Pass,-44.8026871,167.7654042,"",,Unspecified,"","",,,,,,,S111226683,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,3264,2448
453063051,Photo,Kea,Nestor notabilis,,Weiyang Tseng,2016-02-03,2016,2,3,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Track--Mackinnon Pass,-44.8026871,167.7654042,"",,Unspecified,"","",,,,,,,S111226683,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,3264,2448
453063041,Photo,Kea,Nestor notabilis,,Weiyang Tseng,2016-02-03,2016,2,3,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Track--Mackinnon Pass,-44.8026871,167.7654042,"",,Unspecified,"","",,,,,,,S111226683,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,3264,2448
453042241,Photo,Kea,Nestor notabilis,,Weiyang Tseng,2016-02-03,2016,2,3,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Track--Mackinnon Pass,-44.8026871,167.7654042,"",,Unspecified,"","",,,,,,,S111226683,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,2448,2448
453042231,Photo,Kea,Nestor notabilis,,Weiyang Tseng,2016-02-03,2016,2,3,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Track--Mackinnon Pass,-44.8026871,167.7654042,"",,Unspecified,"","",,,,,,,S111226683,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,2448,2448
453042211,Photo,Kea,Nestor notabilis,,Weiyang Tseng,2016-02-03,2016,2,3,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Track--Mackinnon Pass,-44.8026871,167.7654042,"",,Unspecified,"","",,,,,,,S111226683,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,2448,2448
453042201,Photo,Kea,Nestor notabilis,,Weiyang Tseng,2016-02-03,2016,2,3,0,New Zealand,NZ-STL-073,Southland,Southland District,Milford Track--Mackinnon Pass,-44.8026871,167.7654042,"",,Unspecified,"","",,,,,,,S111226683,"",,,,,Nestor notabilis,kea1,Species,,,.00,0,,3264,2448
448796351,Photo,Kea,Nestor notabilis,,Jonathan Lin,2022-05-15,2022,5,15,953,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,Wobbly Kea,-42.9392600,171.5618860,"",,Unspecified,"","",,,,,,,S110142025,"",,,,"All tagged. (1) Black “D3” on yellow, (2) Black “Z” on yellow, (3) White “CL” on blue",Nestor notabilis,kea1,Species,,,5.00,1,,4672,7008
447845821,Photo,Kea,Nestor notabilis,,Torben Langer,2014-08-09,2014,8,9,1100,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,Craigieburn Forest Park--Dracophyllum Flat Track,-43.1554183,171.7048931,Adult – 1,,Unspecified,"","",,,,,,,S68122953,"",,,,,Nestor notabilis,kea1,Species,,,4.00,1,,2000,3000
445144641,Photo,Kea,Nestor notabilis,,Annette  Ching,2022-05-07,2022,5,7,1730,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,"",,Unspecified,"","",,,,,,,S109172051,"",,,,Eating vegetables and fruit that someone had left out for them in the village.  There were both banded and unbanded birds.,Nestor notabilis,kea1,Species,,,3.50,2,,4640,6960
442604091,Photo,Kea,Nestor notabilis,,Tomáš Grim,2013-05-29,2013,5,29,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Track",-42.9150576,171.5579182,"",,Unspecified,"","",,,,,,,S79454845,"",,,,,Nestor notabilis,kea1,Species,,,4.80,5,,4513,3785
441857381,Photo,Kea,Nestor notabilis,,Janet Burton,2022-04-03,2022,4,3,1728,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"132 West Coast Road, Arthur's Pass National Park, Canterbury, NZ (-42.938, 171.561)",-42.9375549,171.5612340,"",,Unspecified,"","",,,,,,,S106241415,"",,,,Kea were heard before being seen on a roof in village. They were busy pulling at roof liner.,Nestor notabilis,kea1,Species,11606,,.00,0,,1806,3564
441857291,Photo,Kea,Nestor notabilis,,Janet Burton,2022-04-03,2022,4,3,1728,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"132 West Coast Road, Arthur's Pass National Park, Canterbury, NZ (-42.938, 171.561)",-42.9375549,171.5612340,"",,Unspecified,"","",,,,,,,S106241415,"",,,,Kea were heard before being seen on a roof in village. They were busy pulling at roof liner.,Nestor notabilis,kea1,Species,11606,,.00,0,,3456,4608
441857171,Photo,Kea,Nestor notabilis,,Janet Burton,2022-04-03,2022,4,3,1728,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"132 West Coast Road, Arthur's Pass National Park, Canterbury, NZ (-42.938, 171.561)",-42.9375549,171.5612340,"",,Unspecified,"","",,,,,,,S106241415,"",,,,Kea were heard before being seen on a roof in village. They were busy pulling at roof liner.,Nestor notabilis,kea1,Species,11606,,.00,0,,1937,4608
441692731,Photo,Kea,Nestor notabilis,,Lucy Dean,2022-04-26,2022,4,26,1739,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,The Sanctuary Accomodation,-42.9385554,171.5620329,"",,Unspecified,"","",,,,,,,S108085753,"",,,,,Nestor notabilis,kea1,Species,11606,,.00,0,,3888,5184
